MSRP,Engine HP,Engine Cylinders,city mpg,highway MPG
23595,148.0,4.0,28,37
19295,148.0,4.0,28,37
18795,148.0,4.0,25,34
22595,148.0,4.0,28,37
23095,148.0,4.0,28,37
18395,152.0,4.0,28,38
18895,152.0,4.0,28,37
21695,152.0,4.0,28,37
21195,152.0,4.0,28,38
24595,152.0,4.0,28,37
24095,152.0,4.0,28,38
22795,152.0,4.0,27,36
21995,152.0,4.0,27,36
19895,152.0,4.0,28,37
23295,152.0,4.0,27,35
19395,152.0,4.0,28,38
22495,152.0,4.0,27,35
18460,137.0,4.0,27,36
19200,137.0,4.0,28,37
23690,98.0,4.0,41,44
18500,98.0,4.0,41,44
20275,98.0,4.0,41,44
21965,98.0,4.0,41,44
22065,98.0,4.0,41,44
20375,98.0,4.0,41,44
23790,98.0,4.0,41,44
18600,98.0,4.0,41,44
22190,98.0,4.0,41,44
23915,98.0,4.0,41,44
18725,98.0,4.0,41,44
20500,98.0,4.0,41,44
2827,140.0,4.0,22,29
3000,140.0,4.0,22,29
2912,140.0,4.0,22,29
3381,170.0,4.0,22,28
3355,170.0,4.0,22,28
2799,140.0,4.0,22,29
3130,140.0,4.0,22,28
3012,140.0,4.0,22,28
3622,170.0,4.0,22,28
3652,170.0,4.0,22,28
3222,140.0,4.0,22,28
7398,195.0,4.0,22,28
3086,140.0,4.0,22,28
22600,170.0,4.0,22,28
21050,140.0,4.0,22,28
19400,140.0,4.0,22,28
20200,140.0,4.0,21,28
21600,140.0,4.0,22,28
21850,140.0,4.0,21,28
21000,140.0,4.0,21,28
22400,140.0,4.0,21,28
24450,195.0,4.0,22,28
20200,140.0,4.0,22,28
22300,170.0,4.0,22,28
27055,244.0,6.0,16,24
20810,200.0,6.0,18,26
22970,234.0,6.0,16,24
24875,244.0,6.0,17,25
21155,200.0,6.0,19,27
25415,234.0,6.0,17,25
25105,244.0,6.0,16,25
21385,200.0,6.0,19,27
2233,215.0,6.0,17,26
2484,215.0,6.0,17,26
2290,215.0,6.0,17,26
22515,215.0,6.0,17,26
26635,215.0,6.0,17,26
24270,215.0,6.0,17,26
28070,215.0,6.0,18,27
24580,215.0,6.0,18,27
23160,215.0,6.0,18,27
15495,94.0,4.0,36,37
17850,94.0,4.0,36,37
15665,94.0,4.0,36,37
15665,94.0,4.0,36,37
37325,241.0,4.0,22,33
37825,241.0,4.0,22,32
42610,204.0,6.0,21,30
42860,204.0,6.0,21,30
43360,204.0,6.0,21,30
35065,204.0,6.0,21,30
37525,204.0,6.0,21,27
36100,204.0,6.0,21,30
38635,204.0,6.0,20,27
36550,204.0,6.0,21,30
41440,204.0,6.0,21,30
39085,204.0,6.0,20,27
43690,204.0,6.0,20,27
31105,215.0,6.0,16,23
31105,215.0,6.0,16,23
29735,215.0,6.0,16,23
39700,255.0,6.0,19,26
40200,255.0,6.0,19,26
46890,306.0,6.0,19,27
47140,306.0,6.0,19,27
47640,306.0,6.0,19,27
39615,306.0,6.0,19,28
41850,306.0,6.0,19,26
40065,306.0,6.0,19,28
42300,306.0,6.0,19,26
43035,306.0,6.0,19,26
40870,306.0,6.0,19,28
61300,416.0,8.0,16,23
61750,416.0,8.0,16,23
63600,416.0,8.0,16,23
2000,210.0,6.0,16,22
2000,210.0,6.0,16,22
2081,210.0,6.0,16,22
2032,210.0,6.0,16,22
2000,210.0,6.0,16,22
25270,210.0,4.0,24,32
26195,200.0,4.0,22,33
24170,210.0,4.0,22,33
29525,210.0,4.0,24,32
27295,200.0,4.0,24,32
28200,200.0,4.0,22,33
26420,210.0,4.0,22,33
27520,210.0,4.0,24,32
29300,200.0,4.0,24,32
25045,200.0,4.0,24,32
28425,210.0,4.0,22,33
23945,200.0,4.0,22,33
24535,210.0,4.0,23,33
30875,210.0,4.0,24,32
28555,210.0,4.0,24,32
29775,210.0,4.0,23,33
28855,210.0,4.0,23,33
27925,210.0,4.0,24,32
27455,210.0,4.0,23,33
25635,210.0,4.0,24,32
26825,210.0,4.0,23,33
29955,210.0,4.0,24,32
26990,170.0,4.0,42,48
24995,170.0,4.0,42,48
29325,170.0,4.0,42,48
31180,170.0,4.0,42,48
31895,170.0,4.0,42,48
25560,170.0,4.0,42,48
27645,170.0,4.0,42,48
30245,170.0,4.0,42,48
24210,170.0,5.0,24,31
21295,170.0,5.0,24,31
28120,140.0,4.0,30,42
20195,170.0,5.0,23,33
28390,140.0,4.0,29,39
29220,140.0,4.0,29,39
25960,170.0,5.0,24,31
26640,140.0,4.0,29,39
25540,140.0,4.0,30,42
27290,140.0,4.0,30,42
21695,170.0,5.0,24,31
29495,140.0,4.0,29,39
20595,170.0,5.0,23,33
28395,140.0,4.0,30,42
26895,140.0,4.0,29,39
28695,140.0,4.0,29,39
24395,170.0,5.0,24,31
26195,170.0,5.0,24,31
27595,140.0,4.0,30,42
25795,140.0,4.0,30,42
20995,170.0,5.0,23,33
27665,140.0,4.0,29,39
30265,140.0,4.0,29,39
29165,140.0,4.0,30,42
26685,170.0,5.0,23,30
24885,170.0,5.0,23,30
22095,170.0,5.0,23,30
26565,140.0,4.0,30,42
29465,140.0,4.0,29,39
28365,140.0,4.0,30,42
22325,170.0,4.0,25,37
29280,210.0,4.0,23,33
23650,170.0,4.0,25,37
25380,170.0,4.0,25,37
25175,150.0,4.0,31,45
26920,210.0,4.0,23,33
20895,170.0,4.0,25,37
21640,150.0,4.0,31,46
28020,210.0,4.0,24,32
22740,150.0,4.0,31,45
30380,210.0,4.0,24,32
24075,150.0,4.0,31,46
16215,115.0,4.0,25,34
17325,115.0,4.0,25,34
20095,170.0,4.0,25,37
18995,170.0,4.0,25,37
26410,150.0,4.0,31,46
31670,170.0,4.0,42,48
18425,115.0,4.0,23,34
27510,150.0,4.0,31,45
19420,115.0,4.0,23,34
18320,115.0,4.0,25,34
21995,170.0,4.0,25,37
22325,150.0,4.0,28,39
23650,170.0,4.0,25,36
29280,210.0,4.0,23,33
19775,150.0,4.0,28,39
25380,170.0,4.0,25,36
28020,210.0,4.0,24,33
26920,210.0,4.0,23,33
18675,150.0,4.0,28,39
21995,170.0,4.0,25,36
18995,150.0,4.0,28,39
20095,150.0,4.0,28,39
20895,170.0,4.0,25,37
31120,170.0,4.0,42,48
17680,150.0,4.0,28,39
18780,150.0,4.0,28,39
30380,210.0,4.0,24,33
28995,210.0,4.0,24,33
21995,150.0,4.0,28,38
20895,150.0,4.0,28,40
18995,150.0,4.0,28,38
17895,150.0,4.0,28,40
24995,170.0,4.0,25,35
27895,210.0,4.0,23,33
2347,190.0,6.0,13,16
2554,190.0,6.0,14,19
2590,190.0,6.0,14,19
2182,190.0,6.0,14,19
2691,190.0,6.0,14,19
2317,190.0,6.0,14,19
2368,190.0,6.0,14,19
2377,190.0,6.0,14,19
2251,190.0,6.0,14,19
2038,190.0,6.0,15,21
2407,190.0,6.0,15,20
2463,190.0,6.0,13,16
2773,190.0,6.0,14,18
2756,190.0,6.0,15,20
2590,190.0,6.0,15,20
2916,190.0,6.0,14,18
2322,190.0,6.0,15,21
2623,190.0,6.0,15,20
2655,190.0,6.0,14,18
2578,190.0,6.0,14,18
26770,190.0,6.0,15,20
22270,190.0,6.0,13,16
25170,190.0,6.0,14,18
31925,190.0,6.0,14,18
19270,190.0,6.0,14,20
22170,190.0,6.0,15,20
30225,190.0,6.0,14,18
28225,190.0,6.0,15,20
33920,190.0,6.0,14,18
28770,190.0,6.0,14,18
29925,190.0,6.0,15,20
33295,283.0,6.0,16,24
27395,283.0,6.0,16,24
28695,283.0,6.0,16,24
26595,173.0,4.0,19,26
23495,173.0,4.0,19,26
29995,283.0,6.0,16,24
25195,173.0,4.0,19,26
20695,173.0,4.0,19,26
31395,283.0,6.0,17,25
27395,173.0,4.0,19,26
26295,173.0,4.0,19,26
26595,283.0,6.0,16,24
33695,283.0,6.0,16,24
28395,283.0,6.0,16,24
31795,283.0,6.0,17,25
30895,283.0,6.0,16,24
20995,173.0,4.0,19,26
24895,173.0,4.0,19,26
29795,283.0,6.0,16,24
20995,173.0,4.0,19,25
33695,283.0,6.0,16,24
26295,173.0,4.0,19,25
29795,283.0,6.0,16,24
31795,283.0,6.0,17,25
30995,283.0,6.0,16,24
26595,283.0,6.0,16,24
27495,173.0,4.0,19,25
28395,283.0,6.0,16,24
24895,173.0,4.0,19,25
25240,188.0,4.0,28,32
28020,215.0,4.0,25,31
30020,211.0,4.0,25,29
26940,188.0,4.0,26,31
20250,188.0,4.0,28,32
22300,188.0,4.0,28,32
24150,188.0,4.0,26,31
22100,188.0,4.0,26,31
27230,188.0,4.0,26,31
24830,188.0,4.0,28,34
24830,188.0,4.0,28,34
22100,188.0,4.0,26,31
28020,211.0,4.0,25,31
22300,188.0,4.0,28,32
24150,188.0,4.0,26,31
26940,188.0,4.0,26,31
30020,215.0,4.0,25,29
20250,188.0,4.0,28,32
27230,188.0,4.0,26,31
25240,188.0,4.0,28,32
28020,215.0,4.0,26,31
24830,188.0,4.0,27,33
30020,211.0,4.0,25,29
27230,188.0,4.0,26,30
26940,188.0,4.0,26,30
24400,188.0,4.0,26,30
22100,188.0,4.0,26,30
20250,188.0,4.0,28,32
22550,188.0,4.0,28,32
25240,188.0,4.0,28,32
2000,73.0,3.0,24,29
2000,73.0,3.0,24,29
2000,66.0,3.0,28,33
2000,73.0,3.0,28,33
2000,73.0,3.0,28,32
2000,73.0,3.0,28,32
2000,73.0,3.0,24,29
2000,73.0,3.0,28,33
2000,73.0,3.0,28,33
2000,73.0,3.0,24,29
41250,265.0,6.0,18,24
42650,265.0,6.0,18,23
59900,420.0,8.0,15,23
54500,420.0,8.0,15,23
49000,311.0,6.0,17,26
61900,420.0,8.0,15,23
54900,311.0,6.0,17,26
21049,180.0,4.0,23,31
22049,180.0,4.0,23,30
24149,180.0,4.0,23,30
27299,180.0,4.0,22,29
23399,180.0,4.0,22,29
24849,185.0,4.0,20,29
23049,185.0,4.0,20,29
25949,180.0,4.0,23,30
22099,180.0,4.0,23,30
25499,180.0,4.0,22,29
18999,185.0,4.0,21,31
23899,180.0,4.0,23,30
25249,180.0,4.0,22,29
27549,180.0,4.0,22,29
22299,180.0,4.0,23,30
23649,180.0,4.0,22,29
25749,180.0,4.0,22,29
24399,180.0,4.0,23,30
18999,185.0,4.0,21,31
26199,180.0,4.0,23,30
25099,185.0,4.0,20,29
20999,180.0,4.0,23,31
22249,185.0,4.0,20,29
22349,180.0,4.0,23,30
25799,180.0,4.0,23,30
21749,180.0,4.0,23,30
23249,180.0,4.0,22,29
28999,180.0,4.0,22,29
19999,185.0,4.0,20,29
27199,180.0,4.0,22,29
35725,182.0,4.0,25,36
31065,304.0,6.0,18,28
40500,304.0,6.0,17,26
39970,304.0,6.0,18,28
33635,182.0,4.0,25,36
38025,304.0,6.0,18,28
38730,304.0,6.0,17,26
34065,304.0,6.0,18,28
40145,304.0,6.0,18,28
38905,304.0,6.0,17,26
35900,304.0,6.0,18,28
33810,304.0,6.0,18,28
40675,304.0,6.0,17,26
38200,304.0,6.0,18,28
31065,304.0,6.0,18,28
36065,310.0,6.0,21,31
38665,310.0,6.0,21,31
43265,310.0,6.0,20,29
32065,310.0,6.0,21,31
41065,310.0,6.0,21,31
37895,291.0,4.0,17,22
34695,291.0,4.0,17,23
38195,291.0,4.0,17,22
34995,291.0,4.0,17,23
37995,303.0,4.0,17,23
34495,291.0,4.0,17,23
38995,291.0,4.0,17,22
21345,168.0,4.0,22,29
18395,148.0,4.0,24,32
18495,148.0,4.0,24,32
21495,168.0,4.0,22,29
21945,168.0,4.0,22,29
18595,148.0,4.0,24,32
17395,148.0,4.0,25,34
29495,237.0,4.0,18,25
20595,168.0,4.0,22,31
21595,168.0,4.0,23,30
20995,168.0,4.0,22,29
18295,148.0,4.0,26,34
18595,148.0,4.0,27,35
20995,168.0,4.0,23,31
17595,148.0,4.0,24,34
23495,168.0,4.0,24,31
22495,168.0,4.0,22,31
19995,168.0,4.0,23,31
21995,168.0,4.0,23,31
20295,168.0,4.0,23,30
21095,168.0,4.0,23,30
18795,148.0,4.0,27,34
17795,148.0,4.0,24,33
22095,168.0,4.0,23,30
80155,381.0,8.0,13,18
83825,381.0,8.0,13,18
84325,381.0,8.0,13,18
1380000,620.0,12.0,10,16
1382750,620.0,12.0,10,16
2000,92.0,4.0,21,29
2000,135.0,4.0,19,26
2000,195.0,4.0,19,26
2000,195.0,4.0,18,23
2000,195.0,4.0,18,23
2000,195.0,4.0,19,26
2000,92.0,4.0,21,29
2000,135.0,4.0,19,26
2000,195.0,4.0,18,23
2000,92.0,4.0,21,29
2000,195.0,4.0,19,26
2000,135.0,4.0,19,26
2000,141.0,6.0,17,26
2000,141.0,6.0,18,26
2000,100.0,4.0,21,26
2000,141.0,6.0,17,24
2000,100.0,4.0,18,24
2000,141.0,6.0,18,26
2000,100.0,4.0,21,26
2000,141.0,6.0,18,26
2000,141.0,6.0,18,26
2000,142.0,6.0,18,24
2000,142.0,6.0,18,26
2000,141.0,6.0,18,26
2000,74.0,4.0,25,34
2000,74.0,4.0,27,36
2000,74.0,4.0,27,36
2000,74.0,4.0,24,34
2000,74.0,4.0,26,37
2000,74.0,4.0,26,37
2000,74.0,4.0,26,37
2000,74.0,4.0,24,34
2000,74.0,4.0,26,37
35020,239.0,0.0,126,101
32000,239.0,0.0,126,101
28980,239.0,0.0,126,101
32100,239.0,0.0,126,101
35120,239.0,0.0,126,101
29010,239.0,0.0,126,101
32000,239.0,0.0,126,101
29010,239.0,0.0,126,101
34200,239.0,0.0,124,101
36790,239.0,0.0,124,101
26495,175.0,4.0,26,36
29595,256.0,6.0,20,28
26795,175.0,4.0,26,36
23495,175.0,4.0,26,36
21995,175.0,4.0,26,36
23795,175.0,4.0,26,36
21695,175.0,4.0,26,36
21745,175.0,4.0,26,36
26845,175.0,4.0,26,36
29945,256.0,6.0,20,29
23845,175.0,4.0,26,36
22045,175.0,4.0,26,36
27145,175.0,4.0,26,36
24145,175.0,4.0,26,36
31640,256.0,6.0,20,28
23995,175.0,4.0,25,34
21995,175.0,4.0,25,34
25995,175.0,4.0,25,34
28840,175.0,4.0,25,34
2000,200.0,6.0,15,23
2060,200.0,6.0,16,23
2042,230.0,6.0,15,23
2000,200.0,6.0,16,23
2000,230.0,6.0,15,23
2181,230.0,6.0,16,24
2028,200.0,6.0,16,23
2063,200.0,6.0,17,22
2066,230.0,6.0,16,24
2384,230.0,6.0,16,24
2356,200.0,6.0,17,22
2506,230.0,6.0,16,24
2265,230.0,6.0,16,24
2144,200.0,6.0,17,22
2135,200.0,6.0,16,23
2066,230.0,6.0,16,24
25645,205.0,6.0,17,27
31420,205.0,6.0,17,27
26040,205.0,6.0,18,27
32085,205.0,6.0,18,27
26725,205.0,6.0,18,27
32385,205.0,6.0,18,27
83000,424.0,6.0,14,19
72000,345.0,6.0,14,20
375000,552.0,10.0,11,16
2000,253.0,6.0,16,24
2087,253.0,6.0,16,24
28680,253.0,6.0,16,24
2000,90.0,4.0,22,28
2000,90.0,4.0,22,29
2000,90.0,4.0,21,26
2000,90.0,4.0,21,26
2000,90.0,4.0,22,28
2000,90.0,4.0,21,26
2000,90.0,4.0,22,29
2000,90.0,4.0,21,26
2000,90.0,4.0,21,26
36400,240.0,4.0,17,24
41500,240.0,4.0,17,24
38900,240.0,4.0,17,24
36600,240.0,4.0,17,24
39100,240.0,4.0,17,24
41700,240.0,4.0,17,24
36600,240.0,4.0,17,24
39100,240.0,4.0,17,24
41700,240.0,4.0,17,24
48525,300.0,8.0,12,17
54025,300.0,8.0,12,17
45975,300.0,8.0,12,17
49700,340.0,6.0,14,19
59900,340.0,6.0,14,19
54600,340.0,6.0,14,19
69279,340.0,6.0,14,19
60600,340.0,6.0,14,19
50400,340.0,6.0,14,19
55300,340.0,6.0,14,19
50400,340.0,6.0,15,19
55300,340.0,6.0,15,19
60600,340.0,6.0,15,19
4207,290.0,8.0,17,23
4556,290.0,8.0,16,23
5035,290.0,8.0,16,23
55375,290.0,8.0,16,23
56225,290.0,8.0,16,23
56525,278.0,8.0,16,23
82305,360.0,8.0,16,23
84500,386.0,8.0,16,24
78820,386.0,8.0,16,24
72520,386.0,8.0,16,24
75465,360.0,8.0,16,23
87500,360.0,8.0,16,23
75465,360.0,8.0,16,23
78820,386.0,8.0,16,24
72520,386.0,8.0,16,24
82305,360.0,8.0,16,23
82305,359.0,8.0,16,23
72520,386.0,8.0,16,24
78820,386.0,8.0,16,24
75465,359.0,8.0,16,23
120060,438.0,8.0,19,23
120440,438.0,8.0,19,23
120440,438.0,8.0,19,23
36770,232.0,6.0,17,24
43370,280.0,8.0,15,23
36140,232.0,6.0,17,24
39970,280.0,8.0,15,23
32370,232.0,6.0,17,24
43590,280.0,8.0,16,22
32640,232.0,6.0,17,24
36360,232.0,6.0,17,24
36990,232.0,6.0,17,24
40190,280.0,8.0,16,22
39285,280.0,8.0,16,23
2136,240.0,6.0,16,24
2080,205.0,6.0,17,26
2283,195.0,6.0,17,27
2444,240.0,6.0,16,25
2681,240.0,6.0,16,25
2356,205.0,6.0,17,27
2000,150.0,8.0,15,22
2000,150.0,8.0,15,22
2000,150.0,8.0,15,22
2000,150.0,8.0,15,22
40205,292.0,8.0,15,22
32520,227.0,6.0,17,26
29265,227.0,6.0,17,26
35770,227.0,6.0,17,26
33120,227.0,6.0,17,26
35270,227.0,6.0,17,26
30770,227.0,6.0,17,26
34670,227.0,6.0,17,26
35730,227.0,6.0,17,26
30930,227.0,6.0,17,26
34830,227.0,6.0,17,26
33230,227.0,6.0,17,26
32730,227.0,6.0,17,26
42515,292.0,8.0,15,22
29230,227.0,6.0,17,26
35625,227.0,6.0,17,26
36230,227.0,6.0,17,26
29730,227.0,6.0,17,27
35675,227.0,6.0,17,27
33130,227.0,6.0,17,27
44460,292.0,8.0,15,23
2000,120.0,6.0,17,21
2000,120.0,6.0,17,21
2000,120.0,6.0,17,21
2000,120.0,6.0,17,21
2000,180.0,6.0,17,24
2000,180.0,6.0,17,24
2000,160.0,6.0,17,26
2044,200.0,6.0,17,27
2100,175.0,6.0,18,27
18890,175.0,6.0,18,26
3667,212.0,6.0,12,14
4282,212.0,6.0,12,14
65225,235.0,8.0,12,16
67395,275.0,8.0,12,15
67395,268.0,8.0,12,15
83180,383.0,8.0,12,17
88880,383.0,8.0,13,18
89380,383.0,8.0,13,18
51270,240.0,6.0,20,28
96100,518.0,8.0,13,17
58800,402.0,8.0,14,20
49770,302.0,6.0,18,23
47270,302.0,6.0,18,23
97250,518.0,8.0,13,17
51790,240.0,6.0,20,28
50290,302.0,6.0,17,22
59450,402.0,8.0,14,19
47790,302.0,6.0,18,24
62900,329.0,6.0,18,22
48300,302.0,6.0,18,24
49800,239.0,4.0,22,29
98400,518.0,8.0,13,17
50800,302.0,6.0,17,22
51700,365.0,6.0,18,26
51700,365.0,6.0,18,26
2000,162.0,6.0,17,23
2000,162.0,6.0,17,23
2000,162.0,6.0,17,23
2000,162.0,6.0,17,23
2000,162.0,6.0,17,23
43900,275.0,6.0,16,23
45650,275.0,6.0,16,22
45800,303.0,6.0,17,25
47950,275.0,6.0,16,22
45800,303.0,6.0,17,25
47950,303.0,6.0,16,22
49200,330.0,6.0,17,24
47050,330.0,6.0,18,26
62000,425.0,6.0,17,26
63500,425.0,6.0,17,26
64000,425.0,6.0,17,26
133205,493.0,6.0,16,23
50250,325.0,8.0,16,21
52750,325.0,8.0,14,20
52150,325.0,8.0,16,21
54650,325.0,8.0,14,20
54650,325.0,8.0,14,20
52150,325.0,8.0,16,21
64200,425.0,6.0,17,26
72500,425.0,6.0,17,26
74200,425.0,6.0,17,26
65700,425.0,6.0,17,26
74700,425.0,6.0,17,26
66200,425.0,6.0,17,26
60950,420.0,8.0,16,23
58450,420.0,8.0,16,25
92900,552.0,8.0,14,20
93600,560.0,8.0,14,20
94100,560.0,8.0,14,20
115700,560.0,8.0,14,20
117200,552.0,8.0,14,20
117500,560.0,8.0,14,20
118200,560.0,8.0,14,20
111900,560.0,8.0,14,20
119700,552.0,8.0,14,20
113400,552.0,8.0,14,20
113700,560.0,8.0,14,20
120000,560.0,8.0,15,22
72300,400.0,6.0,17,23
49900,340.0,6.0,17,23
52600,340.0,6.0,17,23
73900,400.0,6.0,17,23
67200,360.0,6.0,17,23
54400,340.0,6.0,17,23
76000,400.0,6.0,17,23
47500,252.0,4.0,20,25
32855,340.0,8.0,15,22
30855,340.0,8.0,15,23
22680,190.0,6.0,18,26
29100,250.0,6.0,15,22
37320,425.0,8.0,13,18
29860,250.0,6.0,15,22
23370,190.0,6.0,18,26
31515,340.0,8.0,15,23
33615,340.0,8.0,15,22
37795,425.0,8.0,13,18
38105,425.0,8.0,13,18
33880,340.0,8.0,15,22
27225,250.0,6.0,17,24
29855,250.0,6.0,15,22
31780,340.0,8.0,15,23
23420,178.0,6.0,18,26
20320,219.0,6.0,18,29
17935,145.0,4.0,22,30
19695,219.0,6.0,18,29
23640,164.0,4.0,24,32
25555,164.0,4.0,26,34
25925,164.0,4.0,26,34
23835,197.0,4.0,24,34
22565,197.0,4.0,24,34
28420,197.0,4.0,24,34
24610,200.0,6.0,20,28
21465,200.0,6.0,20,28
20965,200.0,6.0,20,28
23465,201.0,6.0,20,28
20165,201.0,6.0,20,28
23265,240.0,6.0,16,24
19565,201.0,6.0,20,28
20575,217.0,6.0,18,28
19795,217.0,6.0,18,28
23710,240.0,6.0,15,22
23915,217.0,6.0,18,28
28195,196.0,4.0,25,36
25470,196.0,4.0,25,36
30355,259.0,4.0,21,30
22340,196.0,4.0,25,36
27005,259.0,4.0,21,30
23610,196.0,4.0,25,36
21625,160.0,4.0,27,37
28620,250.0,4.0,22,33
27770,182.0,4.0,47,46
30920,250.0,4.0,22,33
23120,160.0,4.0,27,37
25020,160.0,4.0,27,37
25125,160.0,4.0,27,36
27875,182.0,4.0,49,43
21680,160.0,4.0,27,36
30975,250.0,4.0,22,33
23225,160.0,4.0,27,36
38680,300.0,8.0,13,18
42235,300.0,8.0,12,16
41225,300.0,8.0,12,16
41525,300.0,8.0,12,16
38425,300.0,8.0,12,16
38125,300.0,8.0,12,16
38915,300.0,8.0,12,16
42015,300.0,8.0,13,17
41715,300.0,8.0,13,17
38615,300.0,8.0,12,16
2000,280.0,8.0,16,24
2263,280.0,8.0,16,24
2209,280.0,8.0,16,24
2411,280.0,8.0,15,24
2459,290.0,8.0,15,24
2000,225.0,8.0,15,22
2000,225.0,8.0,15,22
2000,225.0,8.0,15,22
19685,132.0,4.0,25,32
20755,158.0,4.0,21,29
19565,158.0,4.0,21,28
21715,158.0,4.0,20,26
18845,132.0,4.0,26,32
21715,158.0,4.0,20,26
18845,132.0,4.0,26,32
20755,158.0,4.0,21,29
19685,132.0,4.0,25,32
19565,158.0,4.0,21,28
20115,132.0,4.0,25,32
22415,158.0,4.0,20,26
20265,158.0,4.0,21,28
21455,158.0,4.0,21,29
19275,132.0,4.0,26,32
34380,290.0,6.0,19,26
31290,290.0,6.0,19,26
36990,300.0,6.0,22,30
34490,300.0,6.0,22,30
32510,300.0,6.0,22,30
39960,300.0,6.0,22,30
37770,300.0,6.0,22,30
34590,300.0,6.0,21,30
37090,300.0,6.0,21,30
40040,300.0,6.0,21,30
32610,300.0,6.0,21,30
37870,300.0,6.0,21,30
189350,523.0,12.0,13,20
191300,523.0,12.0,13,21
23700,263.0,4.0,18,25
24000,263.0,4.0,18,25
24200,263.0,4.0,18,25
27995,274.0,4.0,17,23
29925,274.0,4.0,17,23
29925,274.0,4.0,17,23
27995,274.0,4.0,17,23
25730,178.0,4.0,18,24
25780,178.0,4.0,18,24
26580,178.0,4.0,18,24
20480,170.0,4.0,21,27
19980,170.0,4.0,21,27
44990,315.0,6.0,15,23
45990,315.0,6.0,15,23
44990,315.0,6.0,17,25
49300,330.0,6.0,14,22
51300,330.0,6.0,14,22
44565,290.0,6.0,18,27
48840,290.0,6.0,18,27
50840,290.0,6.0,18,27
42565,290.0,6.0,20,28
48840,290.0,6.0,20,28
46840,290.0,6.0,20,28
56780,290.0,6.0,18,27
54780,290.0,6.0,20,28
43015,290.0,6.0,19,27
49440,290.0,6.0,19,27
46515,290.0,6.0,18,26
44515,290.0,6.0,19,27
55230,290.0,6.0,19,26
45015,290.0,6.0,18,26
53230,290.0,6.0,20,27
52640,290.0,6.0,18,26
51440,290.0,6.0,18,26
50640,290.0,6.0,18,26
55230,290.0,6.0,20,27
49440,290.0,6.0,18,26
47440,290.0,6.0,19,27
48640,290.0,6.0,19,27
50640,290.0,6.0,19,27
57230,290.0,6.0,19,26
56400,290.0,6.0,19,26
48360,290.0,6.0,19,27
50360,290.0,6.0,18,26
52360,290.0,6.0,18,26
58400,290.0,6.0,19,26
56400,290.0,6.0,20,27
43950,290.0,6.0,19,27
50360,290.0,6.0,19,27
45950,290.0,6.0,18,26
54400,290.0,6.0,20,27
32500,208.0,4.0,20,23
28950,208.0,4.0,21,24
2000,55.0,3.0,34,42
2000,79.0,4.0,33,39
2000,79.0,4.0,33,39
2000,79.0,4.0,31,38
2000,55.0,3.0,32,41
2000,79.0,4.0,31,38
12515,79.0,4.0,26,31
2000,116.0,4.0,18,23
2000,116.0,6.0,15,20
2000,151.0,4.0,18,23
2000,116.0,4.0,18,23
2000,116.0,4.0,18,23
2381,210.0,6.0,17,25
2337,210.0,6.0,17,25
2138,170.0,6.0,17,24
31025,210.0,6.0,17,25
28025,170.0,6.0,17,24
28075,170.0,6.0,17,24
31075,210.0,6.0,17,25
31675,210.0,6.0,17,25
28875,170.0,6.0,17,24
49850,330.0,6.0,17,24
47700,330.0,6.0,18,26
53700,360.0,6.0,27,32
59200,420.0,8.0,16,24
61700,420.0,8.0,16,23
61200,420.0,8.0,16,24
54750,360.0,6.0,27,32
48700,330.0,6.0,18,26
63700,420.0,8.0,16,23
50850,330.0,6.0,17,24
13995,78.0,3.0,33,40
16995,78.0,3.0,35,42
15195,78.0,3.0,35,42
12995,74.0,3.0,34,42
15195,74.0,3.0,37,44
14195,74.0,3.0,34,42
13995,74.0,3.0,37,44
12995,74.0,3.0,34,42
14295,74.0,3.0,34,42
15395,74.0,3.0,37,44
14095,74.0,3.0,37,44
14945,74.0,3.0,37,44
14795,78.0,3.0,33,41
12995,78.0,3.0,33,41
14195,78.0,3.0,37,43
15995,78.0,3.0,37,43
16495,78.0,3.0,37,43
46030,240.0,4.0,20,29
35595,240.0,4.0,19,26
33100,240.0,4.0,20,29
48525,240.0,4.0,19,26
46455,240.0,4.0,20,29
42955,240.0,4.0,19,26
48950,240.0,4.0,19,26
40460,240.0,4.0,20,29
33260,240.0,4.0,20,29
39585,240.0,4.0,19,26
37090,240.0,4.0,20,29
35755,240.0,4.0,19,26
41895,240.0,4.0,19,25
35720,240.0,4.0,21,28
35130,240.0,4.0,19,25
32720,240.0,4.0,21,28
39485,240.0,4.0,21,28
38125,240.0,4.0,19,25
45475,240.0,4.0,21,28
47880,240.0,4.0,19,25
38850,304.0,6.0,19,28
40845,304.0,6.0,18,26
45840,365.0,6.0,17,25
45840,365.0,6.0,17,25
38850,305.0,6.0,19,28
40845,305.0,6.0,18,26
41005,350.0,6.0,17,24
39010,350.0,6.0,17,26
46000,365.0,6.0,16,24
45205,365.0,6.0,16,23
43210,303.0,6.0,17,25
43370,303.0,6.0,16,24
45365,365.0,6.0,15,21
43530,303.0,6.0,16,24
49025,365.0,6.0,15,21
40850,305.0,6.0,17,23
38900,305.0,6.0,18,26
44045,303.0,6.0,17,26
47810,303.0,6.0,17,26
53475,303.0,6.0,17,26
38260,303.0,6.0,17,26
55970,303.0,6.0,17,26
45315,303.0,6.0,17,26
40755,303.0,6.0,17,26
41550,303.0,6.0,17,26
38260,303.0,6.0,17,25
44045,303.0,6.0,16,23
48055,303.0,6.0,16,23
